segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels
SEG-01421,"Lagos, Nigeria",Sector 27,6.450344,3.308068,CAT-030,26.47,Copernicus_GLO-30_v2023,Mixed,C,,45.1,Manhole,ERA5,106.5,25,extreme_rain_history
SEG-01422,"Jakarta, Indonesia",District 18,-6.1315,106.913555,CAT-015,12.88,SRTM_1arc,Commercial,A,7.94,77.7,CurbInlet,ERA5,38.8,2,monitor
SEG-01423,"London, UK",Sector 15,51.536526,-0.126175,CAT-152,,Copernicus_GLO-30_v2023,Green,B,5.3,204.2,GratedInlet,IMD,59.4,50,monitor
SEG-01424,"Jakarta, Indonesia",District 4,-6.261836,106.835969,CAT-079,-3,Copernicus_GLO-30_v2023,Residential,B,3.44,495.5,None,ERA5,59.8,5,low_lying
SEG-01425,"Taipei, Taiwan",Zone III,25.023869,121.611464,CAT-108,65.27,SRTM_1arc,Residential,C,5.95,174.8,OpenChannel,ERA5,39.5,2,monitor
SEG-01426,"Manila, Philippines",Borough South,14.568699,120.971235,CAT-052,14.8,SRTM_3arc,Water,A,5.16,139.2,OpenChannel,LocalGauge,55,5,monitor
SEG-01427,"Colombo, Sri Lanka",Borough Harbor,7.009007,79.879127,CAT-098,,SRTM_1arc,Green,C,3.69,49.6,CurbInlet,Blended,64.7,10,monitor
SEG-01428,"Athens, Greece",Sector 3,37.955957,23.657734,CAT-173,35.57,Copernicus_EEA-10_v5,Green,C,5.33,242.3,CurbInlet,ERA5,49.5,50,monitor
SEG-01429,"Auckland, New Zealand",District 15,-36.805508,174.85519,CAT-078,33.99,Copernicus_GLO-30_v2023,Roads,C,,101.1,Manhole,ERA5,39.4,2,monitor
SEG-01430,"Tehran, Iran",Sector 18,35.680205,51.389679,CAT-116,134.3,SRTM_1arc,Green,,3.35,173.2,OpenChannel,ERA5,37.3,2,monitor
SEG-01431,"Auckland, New Zealand",Borough South,-36.861797,174.712693,CAT-038,50.51,SRTM_3arc,Commercial,B,7.88,38,CurbInlet,LocalGauge,29.9,2,monitor
SEG-01432,"Singapore, Singapore",Ward F,1.252309,103.854667,CAT-120,14.1,SRTM_3arc,Green,A,2.7,89.7,OpenChannel,LocalGauge,64,100,sparse_drainage|event_2024-06-20
SEG-01433,"Rio de Janeiro, Brazil",Zone IX,-22.944504,-43.127643,CAT-138,10.84,Copernicus_GLO-90_v2022,Residential,B,7.54,113.4,Manhole,LocalGauge,68.1,50,monitor
SEG-01434,"Delhi, India",District 8,28.618269,77.167282,CAT-011,37.25,SRTM_1arc,Mixed,C,7.73,,GratedInlet,,23.3,50,monitor
SEG-01435,"Washington DC, USA",District 24,39.025949,-76.967405,CAT-113,90.38,Copernicus_GLO-30_v2023,Institutional,,8.02,,OpenChannel,,20.4,25,monitor
SEG-01436,"Riyadh, Saudi Arabia",District 1,24.800656,46.70975,CAT-074,-3,Copernicus_GLO-30_v2023,Residential,,,105.7,OpenChannel,LocalGauge,11.9,10,low_lying
SEG-01437,"London, UK",Borough Hillside,51.486471,-0.184546,CAT-150,88.49,SRTM_1arc,Residential,A,4.21,26.1,CurbInlet,ERA5,52,5,monitor
SEG-01438,"Rotterdam, Netherlands",District 19,51.881165,4.458376,CAT-074,8.53,SRTM_1arc,Green,B,3.41,,OpenChannel,ERA5,30.8,5,monitor
SEG-01439,"Pune, India",Borough South,18.566523,73.879818,CAT-151,62.33,SRTM_1arc,Roads,A,6.46,64.5,GratedInlet,ERA5,42.4,5,monitor
SEG-01440,"Guangzhou, China",Sector 20,23.084975,113.294863,CAT-177,2.33,Copernicus_GLO-30_v2023,Roads,D,8.65,82.8,Manhole,ERA5,60.6,25,ponding_hotspot|low_lying
SEG-01441,"Delhi, India",Borough West,28.548825,77.28749,CAT-070,52.25,Copernicus_GLO-90_v2022,Roads,D,5.75,89.6,CurbInlet,Blended,29.2,25,monitor
SEG-01442,"Seoul, South Korea",Borough Riverside,37.510694,126.950338,CAT-110,-0.97,Copernicus_GLO-30_v2023,Commercial,,3.71,,None,ERA5,14.3,10,low_lying
SEG-01443,"Lagos, Nigeria",District 26,6.457545,3.592481,CAT-094,,SRTM_1arc,Informal,A,4.83,484.6,CurbInlet,ERA5,46.3,2,monitor
SEG-01444,"Hanoi, Vietnam",Sector 5,20.976332,105.909185,CAT-109,34.21,SRTM_1arc,Roads,D,8.35,82.7,GratedInlet,LocalGauge,59.6,10,monitor
SEG-01445,"Rio de Janeiro, Brazil",Sector 12,-22.95048,-43.107141,CAT-134,16.09,Copernicus_GLO-30_v2023,Green,C,3.93,104.1,Manhole,LocalGauge,102.1,25,extreme_rain_history
SEG-01446,"San Francisco, USA",District 6,37.831048,-122.392542,CAT-008,66.84,SRTM_1arc,Roads,C,7.11,,Manhole,ERA5,18.1,5,monitor
SEG-01447,"Philadelphia, USA",Ward F,39.991368,-75.222027,CAT-142,89.99,Copernicus_GLO-30_v2023,Residential,A,,143.9,GratedInlet,,39.1,10,monitor
SEG-01448,"Taipei, Taiwan",Ward E,24.915641,121.535731,CAT-062,92.47,SRTM_1arc,Residential,C,7.46,147.9,Manhole,ERA5,31.1,50,monitor
SEG-01449,"Bengaluru, India",Sector 28,13.096619,77.745298,CAT-013,111.43,SRTM_1arc,Residential,A,6.47,64.9,GratedInlet,IMD,29.9,5,monitor
SEG-01450,"Rome, Italy",District 23,41.963134,12.411697,CAT-143,57.71,SRTM_1arc,Residential,B,3.94,299.2,None,ERA5,33.9,5,monitor
SEG-01451,"Barcelona, Spain",Zone I,41.450522,2.148901,CAT-086,,Copernicus_GLO-90_v2022,Commercial,A,10.96,,Manhole,ERA5,33,5,monitor
SEG-01452,"Dubai, UAE",Borough Riverside,25.262453,55.290175,CAT-145,23,SRTM_3arc,Roads,C,5.7,28,GratedInlet,ERA5,32.3,5,monitor
SEG-01453,"Hanoi, Vietnam",Ward D,21.06506,105.831464,CAT-054,33.82,SRTM_1arc,Green,B,4.67,60.6,GratedInlet,,48,5,monitor
SEG-01454,"Washington DC, USA",Ward E,38.972791,-77.073906,CAT-035,78.27,Copernicus_GLO-30_v2023,Roads,C,4.97,54.5,Manhole,,25.7,2,monitor
SEG-01455,"Rotterdam, Netherlands",Sector 22,52.070673,4.404017,CAT-077,11.59,SRTM_3arc,Institutional,A,2.02,350,GratedInlet,ERA5,27.7,2,sparse_drainage
SEG-01456,"Mexico City, Mexico",Ward D,19.442076,-99.139077,CAT-054,31.76,Copernicus_EEA-10_v5,Residential,A,4.36,89.6,GratedInlet,,43.5,5,monitor
SEG-01457,"Rome, Italy",Sector 11,41.96101,12.37277,CAT-084,73.87,SRTM_3arc,Mixed,,10.3,128.9,OpenChannel,LocalGauge,30.9,2,monitor
SEG-01458,"Singapore, Singapore",District 3,1.412227,103.891056,CAT-156,18.29,Copernicus_GLO-30_v2023,Green,D,,367.6,GratedInlet,LocalGauge,38.8,5,monitor
SEG-01459,"Hamburg, Germany",Zone I,53.539526,10.03608,CAT-009,3.33,SRTM_1arc,Residential,B,4.56,72,GratedInlet,LocalGauge,21.4,10,low_lying
SEG-01460,"Barcelona, Spain",Borough Delta,41.428525,2.1894,CAT-141,25.33,Copernicus_GLO-90_v2022,Industrial,C,,45.5,GratedInlet,ERA5,25.7,5,monitor
SEG-01461,"Brisbane, Australia",Borough Riverside,-27.544612,153.071716,CAT-167,58.05,SRTM_3arc,Residential,D,,23.1,Manhole,IMD,13.1,25,monitor
SEG-01462,"Tokyo, Japan",Zone III,35.708829,139.649493,CAT-031,22.08,Copernicus_GLO-30_v2023,Industrial,C,6.82,445,None,LocalGauge,28.4,2,monitor
SEG-01463,"Buenos Aires, Argentina",Ward A,-34.555028,-58.454621,CAT-050,-3,SRTM_1arc,Residential,A,,33.7,Manhole,Blended,58.9,10,low_lying
SEG-01464,"Sao Paulo, Brazil",District 18,-23.487059,-46.749838,CAT-172,9.83,SRTM_1arc,Residential,A,4.48,44.3,Manhole,IMD,44.3,10,monitor
SEG-01465,"Singapore, Singapore",Zone VII,1.330576,103.715584,CAT-129,12.87,SRTM_1arc,Commercial,B,5.25,41.2,GratedInlet,,45.9,25,monitor
SEG-01466,"Brisbane, Australia",Zone III,-27.340339,153.135637,CAT-031,65.11,SRTM_1arc,Commercial,A,9.53,52.5,GratedInlet,LocalGauge,27.3,25,monitor
SEG-01467,"Mumbai, India",Ward K,19.092199,72.943521,CAT-084,7.78,Copernicus_EEA-10_v5,Residential,B,6.36,304,OpenChannel,ERA5,29.7,5,low_lying
SEG-01468,"Paris, France",Sector 30,48.904419,2.455045,CAT-117,,Copernicus_GLO-30_v2023,Commercial,B,11.42,387.1,None,LocalGauge,50.5,25,monitor
SEG-01469,"Jakarta, Indonesia",Ward F,-6.298172,106.880719,CAT-046,-0.12,Copernicus_EEA-10_v5,Roads,,6.72,70.2,CurbInlet,ERA5,88.4,25,ponding_hotspot|extreme_rain_history|low_lying
SEG-01470,"Mumbai, India",District 1,18.979018,73.018621,CAT-129,16.15,SRTM_3arc,Roads,D,6.87,258.5,OpenChannel,ERA5,112.4,25,extreme_rain_history|event_2024-08-06
SEG-01471,"Lagos, Nigeria",Zone II,6.592352,3.488523,CAT-003,33.93,SRTM_1arc,Water,,2.09,296.4,CurbInlet,Blended,77.9,25,sparse_drainage
SEG-01472,"Sao Paulo, Brazil",Ward G,-23.534136,-46.579372,CAT-159,78.06,SRTM_3arc,Residential,A,,175.3,Manhole,ERA5,42.6,2,monitor
SEG-01473,"Doha, Qatar",Zone IX,25.252322,51.539407,CAT-137,32.12,Copernicus_GLO-30_v2023,Green,,4.69,95.6,GratedInlet,ERA5,9.3,2,monitor
SEG-01474,"London, UK",Zone VII,51.485491,-0.146689,CAT-026,79.28,SRTM_3arc,Roads,A,7.38,51.3,GratedInlet,ERA5,36.3,50,monitor
SEG-01475,"Buenos Aires, Argentina",District 16,-34.531524,-58.471922,CAT-059,,Copernicus_EEA-10_v5,Roads,B,8.39,49.9,CurbInlet,IMD,31,5,monitor
SEG-01476,"Philadelphia, USA",Zone III,39.971407,-75.106479,CAT-122,4.01,Copernicus_GLO-90_v2022,Roads,C,4.1,155.5,OpenChannel,IMD,24,10,low_lying
SEG-01477,"Chennai, India",Sector 20,13.091605,80.28485,CAT-061,7.64,SRTM_3arc,Roads,C,4.22,,Manhole,,56.4,10,low_lying
SEG-01478,"Athens, Greece",District 24,37.866733,23.730246,CAT-124,6.08,SRTM_1arc,Roads,D,9.48,61.6,GratedInlet,ERA5,26.3,5,low_lying
SEG-01479,"Paris, France",Zone IV,48.728522,2.528125,CAT-048,17.32,SRTM_1arc,Residential,B,6.37,28.9,CurbInlet,ERA5,29.4,10,monitor
SEG-01480,"San Francisco, USA",Zone X,37.742872,-122.357207,CAT-043,0.81,Copernicus_EEA-10_v5,Residential,C,,57.9,GratedInlet,ERA5,21.1,2,low_lying
SEG-01481,"Shanghai, China",Borough Old Town,31.263069,121.456684,CAT-044,-2.79,SRTM_1arc,Roads,A,9.14,,Manhole,ERA5,59.6,25,low_lying
SEG-01482,"Durban, South Africa",District 24,-29.757564,31.073678,CAT-134,-3,SRTM_3arc,Mixed,C,10.19,105.5,OpenChannel,IMD,20.1,25,low_lying
SEG-01483,"Dubai, UAE",Borough Central,25.253629,55.225868,CAT-121,33.86,Copernicus_GLO-90_v2022,Residential,,7.03,159,None,ERA5,24.5,5,monitor
SEG-01484,"Ahmedabad, India",Borough Old Town,23.045779,72.583178,CAT-094,59.89,Copernicus_EEA-10_v5,Roads,A,7.19,27.8,Manhole,ERA5,20.4,2,monitor
SEG-01485,"Philadelphia, USA",District 4,39.992433,-75.126319,CAT-077,,Copernicus_EEA-10_v5,Residential,,7.73,42.7,OpenChannel,LocalGauge,33.1,50,monitor
SEG-01486,"Bengaluru, India",Sector 1,12.995856,77.622202,CAT-124,9.84,SRTM_1arc,Industrial,B,5.62,68.7,GratedInlet,ERA5,37.5,5,monitor
SEG-01487,"Osaka, Japan",District 23,34.559784,135.409085,CAT-160,54.86,Copernicus_GLO-30_v2023,Mixed,C,4.91,,OpenChannel,ERA5,38.8,2,monitor
SEG-01488,"Seoul, South Korea",District 22,37.605762,126.963086,CAT-061,45.7,SRTM_1arc,Informal,A,10.45,220.6,Manhole,,31,25,monitor
SEG-01489,"Kolkata, India",District 6,22.555843,88.257818,CAT-032,70.48,Copernicus_EEA-10_v5,Roads,D,8.44,111.7,Manhole,ERA5,40.9,10,monitor
SEG-01490,"Philadelphia, USA",Sector 24,40.114737,-75.143184,CAT-102,22.35,Copernicus_EEA-10_v5,Commercial,C,5.36,83.8,Manhole,,33.5,5,monitor
SEG-01491,"Accra, Ghana",Ward D,5.619345,-0.166021,CAT-052,16.15,Copernicus_EEA-10_v5,Water,B,1.53,199.7,OpenChannel,ERA5,106.4,10,extreme_rain_history|sparse_drainage
SEG-01492,"London, UK",District 1,51.582485,-0.093592,CAT-018,52.39,Copernicus_GLO-90_v2022,Commercial,C,5.16,72.2,GratedInlet,ERA5,21.2,5,monitor
SEG-01493,"New York, USA",Zone X,40.469026,-73.898442,CAT-046,10.38,Copernicus_EEA-10_v5,Roads,D,4.97,51.5,Manhole,,17.9,50,monitor
SEG-01494,"Kolkata, India",District 23,22.381509,88.363866,CAT-071,-3,SRTM_3arc,Green,D,2.07,286,OpenChannel,ERA5,13.7,25,ponding_hotspot|low_lying|sparse_drainage
SEG-01495,"Ahmedabad, India",Ward D,22.958424,72.628355,CAT-106,50.67,SRTM_1arc,Roads,B,6.09,96,CurbInlet,ERA5,29.9,50,monitor
SEG-01496,"Tokyo, Japan",Borough North,35.642743,139.610345,CAT-121,115.22,Copernicus_GLO-30_v2023,Roads,B,9.97,,CurbInlet,ERA5,21.1,5,monitor
SEG-01497,"Delhi, India",District 1,28.667313,77.171789,CAT-026,3.61,SRTM_1arc,Green,C,7.72,31.3,Manhole,ERA5,27.7,25,low_lying
SEG-01498,"Paris, France",Borough West,48.890238,2.281881,CAT-166,86.73,Copernicus_EEA-10_v5,Informal,D,7.77,232.6,CurbInlet,IMD,17.8,25,monitor
SEG-01499,"Buenos Aires, Argentina",Borough Harbor,-34.637909,-58.451537,CAT-032,14.56,Copernicus_EEA-10_v5,Green,C,2.2,182.8,OpenChannel,ERA5,27.4,10,sparse_drainage
SEG-01500,"Istanbul, Türkiye",Borough South,40.94383,29.012533,CAT-111,3.14,Copernicus_GLO-30_v2023,Residential,B,4.49,160,CurbInlet,LocalGauge,48.3,10,low_lying
SEG-01501,"Jakarta, Indonesia",Borough Old Town,-6.263678,106.699099,CAT-062,6.99,Copernicus_EEA-10_v5,Industrial,D,9.2,70.8,Manhole,LocalGauge,43.7,10,low_lying
SEG-01502,"Accra, Ghana",Ward C,5.501045,-0.31867,CAT-172,14.89,SRTM_1arc,Industrial,C,9.01,14.7,OpenChannel,ERA5,37.9,5,monitor
SEG-01503,"Guangzhou, China",Borough East,23.13066,113.311123,CAT-172,8.59,Copernicus_GLO-30_v2023,Residential,B,4.49,127.9,GratedInlet,,96.1,25,extreme_rain_history|event_2025-03-20
SEG-01504,"Jakarta, Indonesia",District 5,-6.129638,106.846254,CAT-073,27.7,SRTM_3arc,Residential,D,4.05,21.9,CurbInlet,ERA5,57.3,50,monitor
SEG-01505,"Kuala Lumpur, Malaysia",District 1,3.127104,101.743543,CAT-118,31.49,SRTM_3arc,Residential,C,7.02,125,CurbInlet,Blended,59.8,10,monitor
SEG-01506,"Seoul, South Korea",Zone I,37.522017,126.963951,CAT-087,,Copernicus_GLO-90_v2022,Roads,,7.4,131.1,Manhole,LocalGauge,30.5,5,monitor
SEG-01507,"Mumbai, India",Sector 26,19.075387,72.866257,CAT-116,8.39,Copernicus_EEA-10_v5,Roads,D,,247.9,OpenChannel,ERA5,49.6,10,monitor
SEG-01508,"Karachi, Pakistan",Zone VII,24.906362,67.043272,CAT-028,85.99,Copernicus_GLO-30_v2023,Residential,A,3.62,75.6,Manhole,Blended,22.9,10,monitor
SEG-01509,"Colombo, Sri Lanka",Borough West,6.926764,79.964027,CAT-152,11.45,Copernicus_GLO-30_v2023,Residential,A,3.41,,OpenChannel,ERA5,66,5,monitor
SEG-01510,"Chennai, India",Borough North,12.971753,80.189964,CAT-161,21.13,SRTM_3arc,Residential,D,7.33,112.6,CurbInlet,IMD,146.9,10,extreme_rain_history
SEG-01511,"Bangkok, Thailand",Zone I,13.761988,100.512892,CAT-103,12.56,Copernicus_EEA-10_v5,Commercial,B,,140.7,GratedInlet,ERA5,42,5,monitor
SEG-01512,"Lima, Peru",Sector 10,-12.077452,-77.123727,CAT-108,63.17,Copernicus_GLO-30_v2023,Green,D,6.08,108.1,OpenChannel,ERA5,34.7,25,monitor
SEG-01513,"Accra, Ghana",Borough Hillside,5.621065,-0.167653,CAT-073,13,SRTM_1arc,Commercial,,,82.3,CurbInlet,ERA5,32,50,monitor
SEG-01514,"Delhi, India",Zone III,28.598775,77.327263,CAT-096,44.96,Copernicus_GLO-30_v2023,Roads,A,,96,GratedInlet,ERA5,22.8,100,monitor
SEG-01515,"Ho Chi Minh City, Vietnam",Zone X,10.802583,106.639595,CAT-001,92.6,Copernicus_GLO-30_v2023,Institutional,C,,133,Manhole,ERA5,54.4,25,monitor
SEG-01516,"Rotterdam, Netherlands",District 17,51.868593,4.420131,CAT-071,7.27,SRTM_1arc,Roads,,10.09,252.9,None,LocalGauge,27.3,2,low_lying
SEG-01517,"Hong Kong, China",Sector 28,22.239929,114.104931,CAT-076,5.1,Copernicus_EEA-10_v5,Residential,C,,461.6,None,IMD,120.8,25,ponding_hotspot|extreme_rain_history|low_lying|event_2025-05-19
SEG-01518,"Hyderabad, India",Sector 26,17.461849,78.502935,CAT-052,49.8,SRTM_3arc,Green,A,3.45,147.8,CurbInlet,ERA5,54.9,10,monitor
SEG-01519,"Pune, India",District 20,18.489338,73.932663,CAT-113,38.04,Copernicus_GLO-30_v2023,Commercial,B,6.26,38.2,GratedInlet,Blended,29.4,10,monitor
SEG-01520,"Doha, Qatar",Zone IX,25.169715,51.669037,CAT-010,31.69,Copernicus_GLO-30_v2023,Residential,A,,67.8,CurbInlet,ERA5,22.3,50,monitor
SEG-01521,"Guangzhou, China",Sector 2,23.148222,113.215364,CAT-060,,Copernicus_EEA-10_v5,Green,,4.01,355,Manhole,LocalGauge,44.3,5,monitor
SEG-01522,"Rome, Italy",Sector 29,41.803617,12.487216,CAT-129,-3,Copernicus_EEA-10_v5,Industrial,D,7.51,91.6,GratedInlet,IMD,63.8,10,ponding_hotspot|low_lying
SEG-01523,"Chennai, India",Ward E,13.092705,80.278673,CAT-059,6.76,SRTM_3arc,Green,,,244.9,Manhole,ERA5,82.8,50,extreme_rain_history|low_lying
SEG-01524,"Bogotá, Colombia",Ward J,4.705286,-74.032794,CAT-144,48.3,SRTM_1arc,Roads,D,7.43,83.5,Manhole,,30.2,2,monitor
SEG-01525,"Rotterdam, Netherlands",Ward K,51.917995,4.490178,CAT-158,21.27,SRTM_1arc,Residential,B,3.37,36.2,CurbInlet,ERA5,53.1,50,monitor
SEG-01526,"Amsterdam, Netherlands",Sector 24,52.322792,4.935204,CAT-155,12.77,SRTM_1arc,Roads,B,9.85,137.4,OpenChannel,LocalGauge,37.9,10,monitor
SEG-01527,"Dubai, UAE",Borough North,25.271056,55.398226,CAT-016,59.31,Copernicus_EEA-10_v5,Roads,D,11.15,478.9,None,Blended,31.4,5,monitor
SEG-01528,"Sao Paulo, Brazil",Borough West,-23.557311,-46.654938,CAT-152,73.62,Copernicus_GLO-30_v2023,Roads,,7.66,91.6,Manhole,LocalGauge,26.6,100,monitor
SEG-01529,"Mexico City, Mexico",District 28,19.395159,-99.191503,CAT-103,,SRTM_1arc,Green,A,6.28,346.2,Manhole,LocalGauge,43.2,25,monitor
SEG-01530,"Istanbul, Türkiye",Sector 20,40.943331,29.028535,CAT-091,-3,Copernicus_GLO-30_v2023,Commercial,,,4.6,Manhole,ERA5,52.8,10,ponding_hotspot|low_lying
SEG-01531,"Houston, USA",Ward G,29.814959,-95.325245,CAT-130,-3,Copernicus_EEA-10_v5,Roads,A,6.25,96.4,GratedInlet,IMD,26.8,50,low_lying
SEG-01532,"Brisbane, Australia",Sector 19,-27.499348,153.047463,CAT-003,-3,SRTM_3arc,Green,B,3.76,98.7,Manhole,Blended,59.4,5,ponding_hotspot|low_lying
SEG-01533,"Shanghai, China",Ward H,31.112199,121.483122,CAT-135,10.65,Copernicus_GLO-30_v2023,Residential,A,6.68,,GratedInlet,,23.9,5,monitor
SEG-01534,"Vancouver, Canada",Zone X,49.254097,-122.992308,CAT-138,3.8,SRTM_1arc,Mixed,A,11.85,77.4,CurbInlet,LocalGauge,74.5,25,low_lying
SEG-01535,"Manila, Philippines",Sector 22,14.59056,121.022218,CAT-168,8.87,Copernicus_GLO-30_v2023,Roads,C,6.43,48.4,CurbInlet,ERA5,49.4,25,monitor
SEG-01536,"Mumbai, India",Zone IV,19.117053,73.007688,CAT-040,8.8,SRTM_1arc,Institutional,A,3.5,133.4,Manhole,,70.1,25,monitor
SEG-01537,"Mexico City, Mexico",Zone I,19.488129,-99.072101,CAT-090,59.09,SRTM_3arc,Institutional,,4.44,118.7,CurbInlet,,24.4,25,monitor
SEG-01538,"Hyderabad, India",Zone I,17.443307,78.351735,CAT-010,110.32,Copernicus_EEA-10_v5,Commercial,B,6.22,62.6,Manhole,ERA5,38,2,monitor
SEG-01539,"Seoul, South Korea",Sector 5,37.533384,126.879821,CAT-055,112.08,Copernicus_GLO-30_v2023,Industrial,B,8.62,228.9,OpenChannel,Blended,41.3,10,monitor
SEG-01540,"Washington DC, USA",Borough West,38.819708,-77.063099,CAT-156,27.81,SRTM_1arc,Roads,A,9.4,91.5,Manhole,ERA5,22.5,2,monitor
SEG-01541,"Lima, Peru",Zone IX,-11.986187,-76.954354,CAT-086,0.02,Copernicus_EEA-10_v5,Residential,B,6.93,176.7,CurbInlet,ERA5,39.8,2,low_lying
SEG-01542,"San Francisco, USA",Sector 12,37.726372,-122.481088,CAT-013,-3,Copernicus_EEA-10_v5,Water,D,6.49,176.9,OpenChannel,,17.5,10,ponding_hotspot|low_lying|event_2025-03-06
SEG-01543,"Nairobi, Kenya",Zone X,-1.319486,36.826243,CAT-131,-3,SRTM_1arc,Roads,B,7.46,,CurbInlet,LocalGauge,44.4,10,low_lying
SEG-01544,"Kolkata, India",Sector 16,22.560685,88.275529,CAT-163,29.41,SRTM_3arc,Commercial,,5.25,67,CurbInlet,Blended,42,2,monitor
SEG-01545,"Singapore, Singapore",District 23,1.160615,103.679864,CAT-107,12.77,Copernicus_GLO-30_v2023,Residential,,4.28,81.8,OpenChannel,IMD,49.8,50,monitor
SEG-01546,"Dubai, UAE",District 6,25.122209,55.161431,CAT-158,15.77,Copernicus_EEA-10_v5,Residential,B,5.9,61,CurbInlet,ERA5,18.2,5,monitor
SEG-01547,"Manila, Philippines",Sector 22,14.647308,120.966319,CAT-023,-3,SRTM_3arc,Roads,D,5.04,59.5,Manhole,Blended,78.2,25,ponding_hotspot|low_lying|event_2023-05-20
SEG-01548,"Rio de Janeiro, Brazil",Borough Hillside,-23.022128,-43.209847,CAT-139,16.8,SRTM_1arc,Mixed,B,9.33,14.9,GratedInlet,Blended,58.9,50,monitor
SEG-01549,"Cape Town, South Africa",Sector 15,-34.038614,18.436743,CAT-168,85.96,Copernicus_EEA-10_v5,Industrial,D,,,Manhole,IMD,44.7,50,monitor
SEG-01550,"Paris, France",Zone X,48.773623,2.362798,CAT-087,28.8,Copernicus_GLO-90_v2022,Residential,B,3.62,61,CurbInlet,LocalGauge,51.9,5,monitor
SEG-01551,"Barcelona, Spain",District 12,41.405399,2.107381,CAT-116,13.09,Copernicus_GLO-30_v2023,Mixed,,6.58,,CurbInlet,ERA5,47.1,25,monitor
SEG-01552,"Hyderabad, India",Ward C,17.34567,78.435331,CAT-016,47.43,Copernicus_GLO-90_v2022,Roads,B,4.54,115.8,CurbInlet,IMD,19.5,5,monitor
SEG-01553,"Durban, South Africa",Borough Old Town,-29.908283,31.042215,CAT-101,13.76,Copernicus_EEA-10_v5,Industrial,C,10.15,154.6,OpenChannel,,41.1,10,monitor
SEG-01554,"Riyadh, Saudi Arabia",Ward G,24.733444,46.584946,CAT-074,108.86,SRTM_3arc,Industrial,D,9.64,74.1,Manhole,LocalGauge,36.8,5,monitor
SEG-01555,"Tehran, Iran",Zone V,35.645564,51.461274,CAT-169,153.53,Copernicus_GLO-90_v2022,Roads,,7.36,249.7,OpenChannel,Blended,16.9,5,monitor
SEG-01556,"Nairobi, Kenya",Borough Harbor,-1.331729,36.851342,CAT-105,47.56,SRTM_1arc,Green,D,1.83,145.6,Manhole,ERA5,29.4,2,sparse_drainage
SEG-01557,"Durban, South Africa",Ward A,-29.816668,30.933896,CAT-145,29.33,Copernicus_GLO-30_v2023,Residential,A,5.04,25,Manhole,ERA5,25.1,10,monitor
SEG-01558,"Philadelphia, USA",Ward K,39.962015,-75.161309,CAT-156,36.1,SRTM_1arc,Roads,B,4.97,243.2,OpenChannel,ERA5,28.5,10,monitor
SEG-01559,"Ahmedabad, India",Sector 30,23.196883,72.733346,CAT-128,48.24,Copernicus_GLO-30_v2023,Roads,C,4.88,129.2,Manhole,,66.9,50,monitor
SEG-01560,"Jakarta, Indonesia",Zone VIII,-6.150071,106.69981,CAT-143,15.64,SRTM_3arc,Industrial,A,6.2,60,Manhole,,53.8,2,monitor
SEG-01561,"Colombo, Sri Lanka",Borough East,6.782412,79.757041,CAT-036,7.66,Copernicus_GLO-30_v2023,Commercial,D,7.59,32.6,OpenChannel,ERA5,44.4,5,low_lying
SEG-01562,"Lima, Peru",District 26,-11.999194,-77.046337,CAT-052,43.27,SRTM_3arc,Industrial,A,7.37,33.1,GratedInlet,Blended,19.6,5,monitor
SEG-01563,"Doha, Qatar",Borough South,25.184421,51.583828,CAT-022,,SRTM_1arc,Roads,B,4.27,33.6,CurbInlet,ERA5,20.6,5,monitor
SEG-01564,"Philadelphia, USA",Sector 6,39.830636,-75.160047,CAT-079,26.28,SRTM_3arc,Commercial,B,5.14,13.6,OpenChannel,LocalGauge,34.9,5,monitor
SEG-01565,"Singapore, Singapore",District 15,1.409454,103.889985,CAT-125,9.54,SRTM_3arc,Residential,B,3.25,,GratedInlet,IMD,104.8,25,extreme_rain_history
SEG-01566,"London, UK",Ward C,51.486246,-0.139597,CAT-084,38.75,Copernicus_GLO-30_v2023,Roads,D,9.66,192.9,OpenChannel,ERA5,51.5,50,monitor
SEG-01567,"Jakarta, Indonesia",Sector 21,-6.244949,106.706336,CAT-029,20.6,SRTM_1arc,Roads,A,6.07,225.3,OpenChannel,Blended,35.9,2,monitor
SEG-01568,"Mexico City, Mexico",Ward K,19.548505,-99.064033,CAT-107,18.59,Copernicus_GLO-30_v2023,Water,B,1.81,229.5,GratedInlet,ERA5,47.4,10,sparse_drainage|event_2023-07-24
SEG-01569,"San Francisco, USA",Ward G,37.852055,-122.430698,CAT-020,,Copernicus_GLO-30_v2023,Residential,C,6.73,17.2,Manhole,Blended,56,2,monitor
SEG-01570,"Pune, India",District 21,18.386667,73.967328,CAT-016,51.25,SRTM_1arc,Roads,,5.87,,OpenChannel,ERA5,36.4,5,monitor
SEG-01571,"Vancouver, Canada",Borough Old Town,49.239396,-123.140558,CAT-051,15.27,SRTM_1arc,Water,C,7.14,49.1,GratedInlet,LocalGauge,23.1,10,monitor
SEG-01572,"Chennai, India",Borough Old Town,13.074335,80.220845,CAT-093,14.61,SRTM_1arc,Residential,B,4.95,162.3,OpenChannel,IMD,70.9,50,monitor
