latitude,longitude,elevation,drainage_density,storm_drain_distance,rainfall_intensity,return_period,city_name,admin_ward,dem_source,land_use,soil_group,storm_drain_type,rainfall_source,flood_risk_level
24.790519,67.083915,27.84,8.56,282.5,44.9,2,"Karachi, Pakistan",Zone VII,SRTM_1arc,Residential,A,OpenChannel,ERA5,Low
41.384355,2.196118,20.01,,,51.6,2,"Barcelona, Spain",Zone IV,SRTM_1arc,Commercial,A,OpenChannel,,Low
37.646547,127.056846,48.99,5.44,181.7,43.4,50,"Seoul, South Korea",District 16,Copernicus_GLO-30_v2023,Roads,B,CurbInlet,Blended,Low
35.69927,51.368767,23.53,,78.8,25.5,10,"Tehran, Iran",Zone IX,Copernicus_GLO-30_v2023,Green,B,CurbInlet,ERA5,Low
41.354655,2.116044,3.97,8.4,134.8,63.2,10,"Barcelona, Spain",Sector 1,SRTM_3arc,Industrial,D,CurbInlet,LocalGauge,High
37.451059,127.095087,27.41,5.57,92.1,19.8,2,"Seoul, South Korea",Sector 7,Copernicus_GLO-90_v2022,Mixed,B,Manhole,LocalGauge,Low
41.33393,2.079141,11.55,2.68,,36.8,2,"Barcelona, Spain",Ward I,Copernicus_GLO-30_v2023,Residential,D,GratedInlet,LocalGauge,Moderate
17.395219,78.467234,-3.0,5.98,317.8,67.3,25,"Hyderabad, India",Zone IX,Copernicus_EEA-10_v5,Green,B,,ERA5,Very High
48.785642,2.295906,0.91,4.14,212.8,19.2,5,"Paris, France",Zone IX,Copernicus_GLO-30_v2023,Roads,C,OpenChannel,ERA5,High
18.557733,73.835559,18.49,7.4,21.9,34.7,50,"Pune, India",District 21,Copernicus_EEA-10_v5,Residential,B,CurbInlet,LocalGauge,Low
21.155727,105.927384,95.78,10.3,84.3,58.2,2,"Hanoi, Vietnam",District 15,Copernicus_GLO-30_v2023,Roads,C,CurbInlet,IMD,Low
22.385708,114.091498,19.32,3.69,84.0,59.5,2,"Hong Kong, China",Zone VIII,Copernicus_GLO-90_v2022,Residential,D,GratedInlet,LocalGauge,Low
25.687676,-80.224335,24.24,,146.8,48.1,10,"Miami, USA",Borough Riverside,SRTM_1arc,Industrial,,CurbInlet,ERA5,Low
-1.266473,36.854011,40.6,,102.2,18.3,2,"Nairobi, Kenya",Zone I,Copernicus_EEA-10_v5,Industrial,C,CurbInlet,IMD,Low
24.743924,67.064448,76.74,1.93,181.7,36.9,2,"Karachi, Pakistan",Sector 25,Copernicus_GLO-30_v2023,Green,C,CurbInlet,LocalGauge,Moderate
37.928723,23.771009,79.46,6.72,151.7,44.0,50,"Athens, Greece",Borough Riverside,SRTM_1arc,Residential,A,GratedInlet,LocalGauge,Low
35.697292,139.727487,-3.0,8.85,119.6,24.5,25,"Tokyo, Japan",Sector 10,Copernicus_GLO-30_v2023,Industrial,B,GratedInlet,ERA5,High
25.165849,55.274383,52.63,6.32,21.2,28.7,2,"Dubai, UAE",District 19,Copernicus_GLO-30_v2023,Commercial,B,GratedInlet,IMD,Low
23.033187,72.516645,57.11,6.74,4.4,85.7,10,"Ahmedabad, India",Sector 8,Copernicus_GLO-90_v2022,Residential,B,GratedInlet,ERA5,Moderate
51.606119,-0.199949,4.53,5.29,77.2,29.1,5,"London, UK",District 4,SRTM_3arc,Commercial,B,GratedInlet,LocalGauge,High
40.724905,-73.955546,18.97,,38.3,18.7,10,"New York, USA",Sector 6,SRTM_3arc,Roads,B,Manhole,LocalGauge,Low
51.918612,4.556792,14.91,7.79,322.1,21.3,2,"Rotterdam, Netherlands",Ward F,Copernicus_GLO-30_v2023,Commercial,D,,,Low
22.412241,114.007163,20.16,6.92,174.4,45.3,100,"Shenzhen, China",Zone I,SRTM_3arc,Water,A,CurbInlet,ERA5,Low
51.806263,4.414151,11.25,7.23,2.9,16.9,10,"Rotterdam, Netherlands",Ward B,Copernicus_GLO-90_v2022,Residential,A,CurbInlet,ERA5,Low
52.298764,4.857421,8.56,8.19,206.2,25.9,10,"Amsterdam, Netherlands",District 18,Copernicus_GLO-30_v2023,Commercial,C,OpenChannel,LocalGauge,Low
41.027308,29.009141,-1.13,5.62,62.5,55.2,5,"Istanbul, Türkiye",Ward F,SRTM_3arc,Commercial,A,Manhole,IMD,High
6.474107,3.442357,12.03,5.15,29.0,77.9,10,"Lagos, Nigeria",Ward F,SRTM_1arc,Roads,B,Manhole,ERA5,Low
37.492462,126.990787,8.83,6.0,176.6,22.4,25,"Seoul, South Korea",Borough South,Copernicus_GLO-30_v2023,Green,C,Manhole,LocalGauge,Low
12.961648,77.58493,117.67,,62.0,17.7,100,"Bengaluru, India",Zone VII,Copernicus_EEA-10_v5,Commercial,A,Manhole,Blended,Low
35.680356,139.662405,25.55,,127.8,39.1,2,"Tokyo, Japan",Sector 5,Copernicus_GLO-30_v2023,Industrial,A,GratedInlet,LocalGauge,Low
51.497118,-0.041803,81.24,7.93,50.7,44.7,2,"London, UK",Zone X,Copernicus_GLO-30_v2023,Commercial,D,GratedInlet,ERA5,Low
10.92502,106.675929,-3.0,8.67,148.9,64.4,10,"Ho Chi Minh City, Vietnam",Ward D,Copernicus_GLO-90_v2022,Commercial,A,CurbInlet,ERA5,High
37.892256,23.797698,50.78,6.32,82.2,28.4,5,"Athens, Greece",District 27,Copernicus_EEA-10_v5,Roads,C,CurbInlet,ERA5,Low
25.244772,55.186025,93.3,9.06,9.3,18.3,2,"Dubai, UAE",Borough Hillside,SRTM_3arc,Roads,D,CurbInlet,ERA5,Low
-29.923792,30.997219,24.4,9.62,160.7,40.5,5,"Durban, South Africa",Borough South,Copernicus_GLO-90_v2022,Commercial,C,Manhole,,Low
35.57812,139.625853,11.01,6.59,302.2,32.2,10,"Tokyo, Japan",Ward C,SRTM_1arc,Green,,CurbInlet,ERA5,Low
49.238915,-123.121716,12.72,8.43,125.6,24.9,2,"Vancouver, Canada",Borough West,Copernicus_GLO-30_v2023,Commercial,A,CurbInlet,Blended,Low
23.03801,72.5872,35.42,7.53,265.5,28.9,50,"Ahmedabad, India",Zone X,SRTM_1arc,Residential,D,OpenChannel,Blended,Low
-22.858851,-43.25054,21.91,8.14,34.7,150.0,100,"Rio de Janeiro, Brazil",Ward C,Copernicus_GLO-30_v2023,Roads,,Manhole,ERA5,Moderate
-22.994501,-43.101616,,6.0,26.9,62.9,5,"Rio de Janeiro, Brazil",Borough East,Copernicus_GLO-30_v2023,Residential,C,GratedInlet,,Low
45.500057,-73.586596,76.27,11.15,381.2,39.1,2,"Montreal, Canada",Ward K,Copernicus_GLO-30_v2023,Commercial,B,OpenChannel,ERA5,Low
37.826049,-122.328795,21.89,,65.5,20.2,10,"San Francisco, USA",District 8,SRTM_1arc,Commercial,C,GratedInlet,,Low
37.567798,126.956861,38.8,9.36,117.5,44.4,50,"Seoul, South Korea",District 2,SRTM_3arc,Roads,,Manhole,ERA5,Low
13.01005,77.555386,6.65,4.07,231.1,36.3,10,"Bengaluru, India",Borough Harbor,SRTM_1arc,Residential,,,,High
24.986882,121.53115,-3.0,4.33,301.6,48.0,50,"Taipei, Taiwan",Zone IX,Copernicus_GLO-30_v2023,Green,A,GratedInlet,,High
23.888506,90.339194,108.82,7.67,110.0,51.4,5,"Dhaka, Bangladesh",Zone III,Copernicus_GLO-30_v2023,Residential,A,CurbInlet,ERA5,Low
19.483605,-99.14579,26.43,3.09,25.3,25.0,50,"Mexico City, Mexico",Sector 2,SRTM_3arc,Residential,B,Manhole,ERA5,Low
-33.846433,151.259898,-3.0,6.66,35.4,15.0,5,"Sydney, Australia",Sector 4,Copernicus_EEA-10_v5,Roads,C,GratedInlet,IMD,High
-22.856211,-43.220677,10.5,10.04,62.0,57.3,2,"Rio de Janeiro, Brazil",District 10,Copernicus_GLO-90_v2022,Industrial,B,Manhole,Blended,Low
45.428028,-73.548254,,10.81,393.7,44.0,50,"Montreal, Canada",Zone IX,Copernicus_GLO-30_v2023,Commercial,A,,ERA5,Low
29.793072,-95.403405,7.35,4.24,81.2,35.1,5,"Houston, USA",Sector 13,Copernicus_GLO-30_v2023,Industrial,B,Manhole,ERA5,High
39.945637,-75.086163,-3.0,7.22,183.6,27.8,25,"Philadelphia, USA",Zone IV,Copernicus_GLO-30_v2023,Green,B,GratedInlet,Blended,High
-1.280229,36.861153,25.94,7.23,135.9,37.6,10,"Nairobi, Kenya",Zone VII,SRTM_1arc,Residential,C,Manhole,Blended,Low
14.560454,121.091822,18.38,3.89,35.9,35.2,5,"Manila, Philippines",Zone II,Copernicus_GLO-30_v2023,Commercial,D,CurbInlet,IMD,Low
52.076691,4.345768,19.02,4.89,52.2,19.3,10,"Rotterdam, Netherlands",Ward E,SRTM_3arc,Residential,C,Manhole,IMD,Low
24.898027,67.033468,68.19,5.26,,101.1,10,"Karachi, Pakistan",Sector 26,SRTM_1arc,Residential,C,CurbInlet,ERA5,Moderate
41.092732,28.96912,19.92,9.1,383.5,21.8,5,"Istanbul, Türkiye",District 1,Copernicus_GLO-30_v2023,Commercial,A,OpenChannel,ERA5,Low
-33.840815,151.110503,-3.0,5.03,107.4,49.0,2,"Sydney, Australia",District 17,SRTM_3arc,Residential,A,CurbInlet,LocalGauge,High
-23.384985,-46.642727,33.91,5.54,82.5,49.9,100,"Sao Paulo, Brazil",Ward H,SRTM_1arc,Residential,D,CurbInlet,IMD,Low
6.457921,3.376924,7.31,5.81,97.0,55.9,25,"Lagos, Nigeria",Borough South,Copernicus_EEA-10_v5,Residential,D,CurbInlet,ERA5,High
40.962648,28.919203,47.04,6.42,46.2,38.0,2,"Istanbul, Türkiye",District 21,SRTM_1arc,Roads,B,GratedInlet,ERA5,Low
37.917748,23.724886,30.24,4.82,101.5,48.2,10,"Athens, Greece",District 29,Copernicus_EEA-10_v5,Residential,D,GratedInlet,ERA5,Low
25.105064,55.18167,101.45,4.06,56.2,11.8,10,"Dubai, UAE",Zone VIII,Copernicus_EEA-10_v5,Green,B,GratedInlet,,Low
13.070386,77.600701,,6.22,484.6,44.5,10,"Bengaluru, India",Sector 7,Copernicus_EEA-10_v5,Commercial,A,OpenChannel,IMD,Low
25.797083,-80.288222,5.77,,5.5,50.2,5,"Miami, USA",Sector 23,SRTM_3arc,Residential,B,GratedInlet,Blended,High
-1.335747,36.862613,39.74,7.35,,42.1,2,"Nairobi, Kenya",Ward H,Copernicus_EEA-10_v5,Commercial,D,Manhole,IMD,Low
4.711807,-74.191855,118.92,7.59,118.1,42.9,100,"Bogotá, Colombia",Zone V,Copernicus_GLO-30_v2023,Commercial,,OpenChannel,Blended,Low
23.042909,113.261943,21.52,6.51,74.1,77.3,100,"Guangzhou, China",Sector 17,SRTM_1arc,Residential,A,CurbInlet,ERA5,Low
19.37845,-99.131296,17.01,4.23,53.8,25.0,25,"Mexico City, Mexico",Sector 15,Copernicus_EEA-10_v5,Residential,B,CurbInlet,ERA5,Low
28.607774,77.191759,38.63,6.19,41.6,19.0,50,"Delhi, India",District 3,Copernicus_EEA-10_v5,Residential,B,GratedInlet,,Low
-29.848912,31.088916,31.31,6.61,95.0,28.1,25,"Durban, South Africa",Sector 21,SRTM_3arc,Residential,B,GratedInlet,ERA5,Low
35.584399,139.665241,9.44,4.07,116.1,68.9,5,"Tokyo, Japan",Sector 22,Copernicus_EEA-10_v5,Roads,D,CurbInlet,LocalGauge,High
19.137518,72.867525,14.39,,90.4,100.3,25,"Mumbai, India",Borough Delta,Copernicus_GLO-30_v2023,Commercial,A,CurbInlet,ERA5,Moderate
3.068678,101.755229,106.68,6.3,104.5,46.0,5,"Kuala Lumpur, Malaysia",Borough Central,Copernicus_GLO-30_v2023,Mixed,,GratedInlet,ERA5,Low
35.646003,51.342766,104.22,9.67,70.6,41.8,50,"Tehran, Iran",Zone III,SRTM_1arc,Industrial,D,CurbInlet,ERA5,Low
38.022791,23.833288,66.16,7.54,142.5,22.4,25,"Athens, Greece",Ward C,Copernicus_EEA-10_v5,Commercial,B,,ERA5,Low
49.264808,-123.165397,9.63,2.52,210.3,30.6,2,"Vancouver, Canada",District 19,Copernicus_GLO-30_v2023,Residential,B,OpenChannel,ERA5,Very High
-6.056781,106.821514,-3.0,8.22,0.7,57.1,2,"Jakarta, Indonesia",Borough Old Town,Copernicus_GLO-30_v2023,Residential,B,Manhole,ERA5,Very High
19.50946,-99.103321,42.76,,120.5,18.5,50,"Mexico City, Mexico",Ward C,SRTM_1arc,Mixed,D,CurbInlet,Blended,Low
-34.635617,-58.310205,56.3,3.2,127.1,16.1,2,"Buenos Aires, Argentina",Ward A,SRTM_1arc,Residential,A,GratedInlet,ERA5,Low
45.577672,-73.58425,4.74,2.2,56.1,12.0,5,"Montreal, Canada",Borough East,SRTM_1arc,Residential,B,Manhole,Blended,High
23.044224,113.367838,16.81,3.04,58.5,44.3,2,"Guangzhou, China",Ward A,Copernicus_EEA-10_v5,Residential,C,,,Low
24.688676,46.652328,25.71,4.97,10.2,15.7,2,"Riyadh, Saudi Arabia",District 17,SRTM_3arc,Residential,C,OpenChannel,ERA5,Low
41.78256,12.486334,52.0,,,36.8,25,"Rome, Italy",Ward I,Copernicus_GLO-90_v2022,Commercial,,OpenChannel,LocalGauge,Low
-6.035702,106.887457,14.75,7.34,90.0,53.2,25,"Jakarta, Indonesia",Borough East,SRTM_1arc,Commercial,C,GratedInlet,Blended,Low
25.168274,55.417493,37.58,,265.6,19.7,10,"Dubai, UAE",Borough South,Copernicus_GLO-90_v2022,Industrial,B,,LocalGauge,Low
23.148759,113.251212,6.57,8.34,264.2,44.2,10,"Guangzhou, China",Ward E,Copernicus_EEA-10_v5,Industrial,,,ERA5,High
41.488167,2.043373,9.84,4.2,164.6,22.3,2,"Barcelona, Spain",Zone X,SRTM_1arc,Roads,A,OpenChannel,ERA5,Low
45.421074,-73.591952,10.2,,59.4,20.1,5,"Montreal, Canada",District 6,Copernicus_GLO-30_v2023,Industrial,A,OpenChannel,Blended,Low
3.042042,101.788406,82.72,7.78,,42.2,5,"Kuala Lumpur, Malaysia",Sector 16,Copernicus_GLO-30_v2023,Residential,C,Manhole,IMD,Low
5.490684,-0.111516,14.63,4.42,92.9,66.6,2,"Accra, Ghana",Zone VI,SRTM_1arc,Residential,B,Manhole,ERA5,Low
41.953384,12.510633,65.33,5.48,65.8,55.0,5,"Rome, Italy",Zone V,Copernicus_GLO-90_v2022,Roads,B,CurbInlet,IMD,Low
23.845128,90.456822,72.43,9.5,53.2,49.4,5,"Dhaka, Bangladesh",District 29,Copernicus_GLO-30_v2023,Roads,C,CurbInlet,ERA5,Low
51.47504,-0.070414,93.45,10.4,282.8,12.8,2,"London, UK",District 10,SRTM_3arc,Roads,C,,Blended,Low
55.657211,12.420329,29.72,7.76,223.1,32.3,2,"Copenhagen, Denmark",Zone V,Copernicus_EEA-10_v5,Institutional,D,OpenChannel,ERA5,Low
3.088068,101.737583,-3.0,5.16,156.0,44.8,2,"Kuala Lumpur, Malaysia",District 30,SRTM_1arc,Industrial,B,CurbInlet,ERA5,High
-23.395314,-46.711195,3.69,7.31,173.2,135.1,10,"Sao Paulo, Brazil",District 17,SRTM_1arc,Residential,B,OpenChannel,LocalGauge,Very High
25.106814,121.621154,70.62,2.59,304.2,44.7,5,"Taipei, Taiwan",Zone IX,Copernicus_GLO-90_v2022,Green,C,GratedInlet,IMD,Very High
13.194818,80.236627,-2.96,6.57,58.1,97.1,25,"Chennai, India",Zone IV,Copernicus_EEA-10_v5,Residential,C,GratedInlet,LocalGauge,Very High
22.469803,114.077696,7.54,,,65.3,2,"Shenzhen, China",Sector 25,SRTM_1arc,Roads,B,GratedInlet,Blended,High
13.089149,80.228374,19.24,7.83,319.3,32.1,5,"Chennai, India",Zone V,Copernicus_EEA-10_v5,Institutional,D,OpenChannel,Blended,Low
22.513315,114.051555,19.77,3.25,132.6,55.6,25,"Shenzhen, China",Borough South,SRTM_3arc,Institutional,C,GratedInlet,Blended,Low
53.544649,9.959612,83.28,8.27,49.4,21.2,5,"Hamburg, Germany",Sector 22,SRTM_3arc,Roads,D,CurbInlet,LocalGauge,Low
37.610638,127.014758,85.18,4.88,144.8,28.5,25,"Seoul, South Korea",District 28,Copernicus_EEA-10_v5,Institutional,A,GratedInlet,ERA5,Low
6.423863,3.415447,15.35,8.66,154.3,63.8,10,"Lagos, Nigeria",Borough Harbor,SRTM_3arc,Roads,B,OpenChannel,,Low
22.965626,72.521913,96.23,9.21,12.6,17.1,10,"Ahmedabad, India",Zone V,Copernicus_GLO-30_v2023,Industrial,C,CurbInlet,,Low
48.712065,2.444819,7.61,5.13,171.1,17.0,25,"Paris, France",Zone IX,SRTM_3arc,Residential,B,OpenChannel,ERA5,High
17.281983,78.569998,8.34,5.66,436.0,24.4,2,"Hyderabad, India",Zone VIII,Copernicus_GLO-90_v2022,Green,A,GratedInlet,LocalGauge,Low
1.442608,103.708588,20.61,2.52,116.6,71.8,25,"Singapore, Singapore",Borough South,Copernicus_EEA-10_v5,Residential,,Manhole,Blended,Very High
5.643698,-0.162166,8.59,7.43,11.1,55.1,2,"Accra, Ghana",Borough Central,SRTM_3arc,Mixed,A,Manhole,,Low
22.589321,88.388806,-3.0,7.53,314.6,21.3,25,"Kolkata, India",District 22,Copernicus_GLO-30_v2023,Green,C,GratedInlet,IMD,High
45.509626,-73.451804,129.52,6.18,151.9,15.6,25,"Montreal, Canada",Borough South,SRTM_3arc,Green,A,CurbInlet,Blended,Low
17.424948,78.54891,71.92,,115.8,46.7,5,"Hyderabad, India",Sector 30,SRTM_3arc,Institutional,,GratedInlet,ERA5,Low
-27.576618,152.984225,-3.0,6.68,208.8,50.4,100,"Brisbane, Australia",Zone X,Copernicus_GLO-30_v2023,Residential,D,,ERA5,High
24.94851,121.648846,94.44,7.91,52.9,42.1,5,"Taipei, Taiwan",Ward G,SRTM_1arc,Green,C,GratedInlet,ERA5,Low
40.756099,-73.83419,56.4,3.79,93.9,23.6,5,"New York, USA",Zone V,SRTM_3arc,Commercial,A,GratedInlet,,Low
34.67978,135.445999,40.89,6.41,87.8,31.2,2,"Osaka, Japan",Ward K,SRTM_1arc,Water,C,GratedInlet,Blended,Low
45.485482,-73.514533,,10.72,582.3,24.3,10,"Montreal, Canada",District 24,Copernicus_GLO-30_v2023,Commercial,D,,ERA5,Low
1.388615,103.866375,21.58,8.28,68.3,56.5,10,"Singapore, Singapore",Borough South,Copernicus_EEA-10_v5,Residential,C,CurbInlet,Blended,Low
-33.96268,18.37983,58.15,5.24,,39.3,50,"Cape Town, South Africa",Zone X,Copernicus_GLO-30_v2023,Roads,C,GratedInlet,ERA5,Low
55.687553,12.581923,42.4,4.29,10.6,21.2,10,"Copenhagen, Denmark",District 29,Copernicus_GLO-30_v2023,Roads,A,GratedInlet,ERA5,Low
49.294209,-123.157237,1.46,4.15,78.9,34.9,5,"Vancouver, Canada",Sector 6,Copernicus_GLO-30_v2023,Roads,C,CurbInlet,ERA5,Very High
3.058789,101.853313,38.3,3.07,159.2,41.3,2,"Kuala Lumpur, Malaysia",District 2,Copernicus_GLO-30_v2023,Industrial,B,GratedInlet,IMD,Low
-23.410277,-46.518911,71.39,8.17,28.0,69.2,5,"Sao Paulo, Brazil",District 6,Copernicus_GLO-30_v2023,Residential,C,Manhole,LocalGauge,Low
24.754969,46.782258,57.54,5.26,316.8,26.6,2,"Riyadh, Saudi Arabia",Sector 23,Copernicus_EEA-10_v5,Green,B,CurbInlet,Blended,Low
-36.817679,174.911271,19.61,6.77,106.5,24.0,10,"Auckland, New Zealand",Borough Delta,Copernicus_GLO-30_v2023,Residential,C,CurbInlet,LocalGauge,Low
29.892516,-90.170318,,6.67,308.1,38.1,50,"New Orleans, USA",Borough East,Copernicus_GLO-30_v2023,Water,C,Manhole,Blended,Low
34.769307,135.427237,,9.98,,23.9,100,"Osaka, Japan",Borough Central,Copernicus_EEA-10_v5,Commercial,D,OpenChannel,ERA5,Low
-33.955761,18.378494,161.75,4.97,66.1,17.6,50,"Cape Town, South Africa",District 20,Copernicus_EEA-10_v5,Roads,A,OpenChannel,LocalGauge,Low
-33.89901,18.41436,147.49,7.81,56.7,33.2,5,"Cape Town, South Africa",Sector 23,SRTM_1arc,Residential,A,GratedInlet,ERA5,Low
37.984756,23.849995,82.8,4.3,96.9,55.7,25,"Athens, Greece",Zone X,Copernicus_EEA-10_v5,Green,B,CurbInlet,Blended,Low
28.687597,77.102149,26.41,7.03,113.3,28.5,2,"Delhi, India",District 3,Copernicus_GLO-30_v2023,Residential,D,,,Low
20.924179,105.800502,35.43,6.13,89.6,86.3,2,"Hanoi, Vietnam",Zone X,SRTM_1arc,Commercial,B,CurbInlet,IMD,Moderate
53.549264,10.040641,59.01,6.57,234.1,28.0,10,"Hamburg, Germany",Sector 17,SRTM_1arc,Green,C,Manhole,IMD,Low
31.287181,121.579084,20.5,6.88,33.6,23.0,50,"Shanghai, China",District 11,SRTM_1arc,Commercial,,Manhole,IMD,Low
41.971147,12.527637,64.85,6.61,98.4,21.2,10,"Rome, Italy",Ward B,Copernicus_EEA-10_v5,Residential,A,CurbInlet,,Low
-1.339947,36.832643,-3.0,4.21,30.2,63.1,100,"Nairobi, Kenya",District 7,Copernicus_GLO-30_v2023,Residential,A,CurbInlet,ERA5,Very High
24.741981,46.73045,62.54,9.65,76.6,6.6,2,"Riyadh, Saudi Arabia",Ward D,SRTM_1arc,Commercial,A,CurbInlet,,Low
4.726905,-74.079685,76.55,9.91,1.5,27.3,10,"Bogotá, Colombia",Borough Delta,SRTM_3arc,Commercial,C,GratedInlet,,Low
14.548602,120.981146,15.6,4.79,449.0,66.8,5,"Manila, Philippines",District 5,SRTM_3arc,Roads,C,,ERA5,Low
12.931142,77.554687,76.99,9.3,16.0,21.8,5,"Bengaluru, India",Zone V,SRTM_3arc,Roads,A,Manhole,ERA5,Low
25.855535,-80.198193,9.25,5.68,95.2,58.2,100,"Miami, USA",Ward K,SRTM_3arc,Mixed,B,OpenChannel,ERA5,Low
-6.218166,106.903756,8.18,8.12,86.4,110.0,25,"Jakarta, Indonesia",Sector 20,Copernicus_GLO-30_v2023,Roads,D,CurbInlet,LocalGauge,High
-29.970877,31.210716,,7.71,,55.8,10,"Durban, South Africa",Zone X,Copernicus_EEA-10_v5,Commercial,C,,IMD,Low
25.343754,51.505414,18.82,10.11,0.2,16.1,25,"Doha, Qatar",Borough Riverside,SRTM_3arc,Industrial,B,CurbInlet,ERA5,Low
14.605876,120.985401,23.23,7.7,152.9,45.1,2,"Manila, Philippines",Borough Hillside,Copernicus_GLO-30_v2023,Industrial,C,Manhole,,Low
37.899109,23.759983,104.75,5.6,22.6,30.4,5,"Athens, Greece",Borough North,SRTM_3arc,Industrial,B,GratedInlet,IMD,Low
22.588793,114.086297,25.17,8.95,26.7,73.7,10,"Shenzhen, China",District 25,Copernicus_GLO-30_v2023,Commercial,,CurbInlet,ERA5,Low
20.991727,105.941163,36.65,2.13,272.2,106.2,50,"Hanoi, Vietnam",Zone VII,SRTM_1arc,Water,A,GratedInlet,ERA5,Moderate
24.767984,46.623534,74.74,3.71,450.8,26.6,25,"Riyadh, Saudi Arabia",District 16,Copernicus_GLO-90_v2022,Residential,B,,,Low
-11.971033,-76.982092,44.89,3.63,284.2,31.8,25,"Lima, Peru",District 14,SRTM_1arc,Green,C,CurbInlet,ERA5,Low
-34.665907,-58.456668,2.04,6.36,29.5,28.5,25,"Buenos Aires, Argentina",Ward D,Copernicus_GLO-90_v2022,Roads,D,GratedInlet,ERA5,High
29.715167,-95.319324,8.77,5.43,16.1,24.9,2,"Houston, USA",Borough North,SRTM_1arc,Residential,D,GratedInlet,ERA5,Low
-36.803558,174.834619,,5.61,24.2,56.1,50,"Auckland, New Zealand",District 1,Copernicus_GLO-30_v2023,Roads,D,GratedInlet,IMD,Low
23.103793,113.319953,20.18,4.31,183.8,64.5,2,"Guangzhou, China",District 15,SRTM_1arc,Residential,A,OpenChannel,,Low
4.808008,-74.054397,113.02,2.52,138.9,34.9,2,"Bogotá, Colombia",Sector 4,SRTM_1arc,Residential,D,CurbInlet,,Very High
10.833817,106.619147,29.02,4.14,52.7,46.0,10,"Ho Chi Minh City, Vietnam",Borough Central,Copernicus_EEA-10_v5,Residential,A,Manhole,ERA5,Low
14.606947,120.99373,5.06,11.25,44.6,58.2,5,"Manila, Philippines",Ward H,SRTM_1arc,Roads,A,CurbInlet,ERA5,High
19.357464,-99.12844,19.02,5.37,371.4,19.1,5,"Mexico City, Mexico",Borough Harbor,Copernicus_GLO-30_v2023,Mixed,A,OpenChannel,LocalGauge,Low
24.961497,121.620848,92.24,3.66,204.6,26.2,10,"Taipei, Taiwan",Zone III,Copernicus_GLO-30_v2023,Green,C,Manhole,ERA5,Low
-33.964841,18.486111,33.05,6.5,171.1,57.2,25,"Cape Town, South Africa",Borough South,Copernicus_EEA-10_v5,Mixed,,OpenChannel,Blended,Low
22.389775,114.215259,,4.75,341.8,30.1,25,"Hong Kong, China",Ward B,SRTM_3arc,Institutional,B,GratedInlet,ERA5,Low
-36.803481,174.776147,78.57,4.96,272.6,45.7,25,"Auckland, New Zealand",Borough Hillside,SRTM_1arc,Green,B,CurbInlet,ERA5,Low
4.656296,-74.033901,,4.31,124.4,35.7,25,"Bogotá, Colombia",Borough Hillside,Copernicus_GLO-30_v2023,Residential,A,OpenChannel,LocalGauge,Low
13.116296,80.329644,-0.75,6.22,1.5,84.9,2,"Chennai, India",District 20,Copernicus_EEA-10_v5,Roads,A,GratedInlet,ERA5,Very High
35.819623,51.394449,76.43,6.17,7.8,23.1,25,"Tehran, Iran",Borough North,SRTM_3arc,Commercial,C,GratedInlet,ERA5,Low
25.782317,-80.209354,31.44,8.62,59.9,39.6,10,"Miami, USA",Ward F,Copernicus_GLO-30_v2023,Commercial,C,GratedInlet,ERA5,Low
-36.785281,174.830626,39.53,4.05,12.9,53.9,2,"Auckland, New Zealand",District 24,SRTM_1arc,Residential,D,GratedInlet,LocalGauge,Low
-22.842461,-43.115485,22.58,,136.1,80.4,50,"Rio de Janeiro, Brazil",District 6,Copernicus_GLO-30_v2023,Green,D,CurbInlet,Blended,Moderate
22.343025,114.251022,8.55,7.99,76.3,69.6,2,"Hong Kong, China",Zone VI,SRTM_3arc,Industrial,A,GratedInlet,ERA5,Low
45.443847,-73.429551,41.18,9.58,211.3,31.4,5,"Montreal, Canada",Borough Harbor,Copernicus_EEA-10_v5,Commercial,B,,Blended,Low
13.030968,77.563192,115.93,8.04,47.8,26.3,2,"Bengaluru, India",Ward K,Copernicus_EEA-10_v5,Residential,C,Manhole,ERA5,Low
-34.609054,-58.402068,97.35,3.6,50.8,38.4,25,"Buenos Aires, Argentina",District 18,SRTM_1arc,Institutional,A,GratedInlet,ERA5,Low
3.278635,101.621308,37.62,,462.3,33.3,5,"Kuala Lumpur, Malaysia",Borough Old Town,Copernicus_GLO-30_v2023,Commercial,B,,IMD,Low
-23.505863,-46.69631,-3.0,3.42,33.2,74.6,100,"Sao Paulo, Brazil",Ward K,Copernicus_EEA-10_v5,Residential,D,Manhole,ERA5,High
41.446164,2.15167,10.44,4.77,121.9,21.8,50,"Barcelona, Spain",Sector 17,Copernicus_GLO-30_v2023,Green,B,Manhole,ERA5,Low
17.372948,78.483084,52.5,6.21,39.1,39.3,100,"Hyderabad, India",Sector 2,Copernicus_GLO-30_v2023,Institutional,D,CurbInlet,Blended,Low
41.400731,2.348711,,8.4,133.2,26.6,25,"Barcelona, Spain",Zone VII,SRTM_1arc,Roads,D,Manhole,ERA5,Low
41.473524,2.169929,8.47,2.65,274.4,30.6,10,"Barcelona, Spain",District 9,SRTM_3arc,Green,A,OpenChannel,LocalGauge,Moderate
-33.778406,151.007708,23.55,4.14,147.9,22.8,2,"Sydney, Australia",Zone I,SRTM_3arc,Residential,C,CurbInlet,ERA5,Low
